32, 12288, 12288, 0.7861ms, 12.2935Tflops
64, 12288, 12288, 0.7944ms, 24.3285Tflops
128, 12288, 12288, 0.8131ms, 47.5375Tflops
256, 12288, 12288, 1.4792ms, 52.2628Tflops
512, 12288, 12288, 2.8354ms, 54.5316Tflops
1024, 12288, 12288, 5.5477ms, 55.7416Tflops
2048, 12288, 12288, 10.9723ms, 56.3669Tflops
4096, 12288, 12288, 21.8215ms, 56.6848Tflops
8192, 12288, 12288, 43.5200ms, 56.8452Tflops
16384, 12288, 12288, 86.9169ms, 56.9257Tflops
32768, 12288, 12288, 173.7107ms, 56.9660Tflops
8192, 32, 32, 0.1511ms, 0.1110Tflops
8192, 64, 64, 0.1362ms, 0.4929Tflops
8192, 128, 128, 0.1451ms, 1.8496Tflops
8192, 256, 256, 0.1632ms, 6.5798Tflops
8192, 512, 512, 0.2187ms, 19.6375Tflops
8192, 1024, 1024, 0.4691ms, 36.6232Tflops
8192, 2048, 2048, 1.3905ms, 49.4215Tflops
8192, 4096, 4096, 4.9217ms, 55.8499Tflops
8192, 8192, 8192, 19.0693ms, 57.6588Tflops
8192, 16384, 16384, 76.0673ms, 57.8178Tflops
8192, 32768, 32768, 304.2057ms, 57.8299Tflops
