4096, 32, 10.49826857532379
4096, 64, 20.257757316672144
4096, 128, 37.8479459348761
4096, 256, 66.94856728853469
4096, 512, 108.84070671378092
4096, 1024, 158.39856010284979
4096, 2048, 205.08265908381594
4096, 4096, 240.33684073637585
4096, 8192, 257.7791230058408
4096, 16384, 264.85447324962354
4096, 32768, 263.1690879255967
32, 4096, 9.939095641698575
64, 4096, 19.00766430114162
128, 4096, 35.081913439635535
256, 4096, 63.12407821706089
512, 4096, 105.14843609985063
1024, 4096, 153.92141585549945
2048, 4096, 203.49489505195788
4096, 4096, 240.33684073637585
8192, 4096, 261.6279342608773
16384, 4096, 274.4683083491902
32768, 4096, 282.1280717488789
